#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3683   0.511349E+01  -0.258603E+00   0.611693E-07  -0.258603E+00   0.146547E+00  -0.596053E-09   0.611693E-07  -0.596053E-09   0.303334E-09
  3684   0.510035E+01  -0.256006E+00   0.612020E-07  -0.256006E+00   0.145957E+00  -0.607637E-09   0.612020E-07  -0.607637E-09   0.303092E-09
  3685   0.508706E+01  -0.253417E+00   0.612345E-07  -0.253417E+00   0.145368E+00  -0.619081E-09   0.612345E-07  -0.619081E-09   0.302849E-09
  3686   0.507376E+01  -0.250854E+00   0.612670E-07  -0.250854E+00   0.144789E+00  -0.630384E-09   0.612670E-07  -0.630384E-09   0.302607E-09
  3687   0.506030E+01  -0.248300E+00   0.612995E-07  -0.248300E+00   0.144233E+00  -0.641545E-09   0.612995E-07  -0.641545E-09   0.302364E-09
  3688   0.504683E+01  -0.245756E+00   0.613318E-07  -0.245756E+00   0.143695E+00  -0.652563E-09   0.613318E-07  -0.652563E-09   0.302122E-09
  3689   0.503335E+01  -0.243237E+00   0.613641E-07  -0.243237E+00   0.143165E+00  -0.663437E-09   0.613641E-07  -0.663437E-09   0.301880E-09
  3690   0.501957E+01  -0.240735E+00   0.613963E-07  -0.240735E+00   0.142652E+00  -0.674167E-09   0.613963E-07  -0.674167E-09   0.301639E-09
  3691   0.500592E+01  -0.238252E+00   0.614283E-07  -0.238252E+00   0.142155E+00  -0.684751E-09   0.614283E-07  -0.684751E-09   0.301397E-09
  3692   0.499219E+01  -0.235793E+00   0.614603E-07  -0.235793E+00   0.141668E+00  -0.695190E-09   0.614603E-07  -0.695190E-09   0.301156E-09
  3693   0.497837E+01  -0.233352E+00   0.614921E-07  -0.233352E+00   0.141197E+00  -0.705481E-09   0.614921E-07  -0.705481E-09   0.300915E-09
  3694   0.496448E+01  -0.230929E+00   0.615238E-07  -0.230929E+00   0.140735E+00  -0.715624E-09   0.615238E-07  -0.715624E-09   0.300674E-09
  3695   0.495057E+01  -0.228532E+00   0.615554E-07  -0.228532E+00   0.140290E+00  -0.725618E-09   0.615554E-07  -0.725618E-09   0.300434E-09
  3696   0.493651E+01  -0.226160E+00   0.615868E-07  -0.226160E+00   0.139854E+00  -0.735463E-09   0.615868E-07  -0.735463E-09   0.300194E-09
  3697   0.492244E+01  -0.223807E+00   0.616180E-07  -0.223807E+00   0.139441E+00  -0.745157E-09   0.616180E-07  -0.745157E-09   0.299953E-09
  3698   0.490843E+01  -0.221479E+00   0.616491E-07  -0.221479E+00   0.139031E+00  -0.754699E-09   0.616491E-07  -0.754699E-09   0.299713E-09
  3699   0.489427E+01  -0.219163E+00   0.616800E-07  -0.219163E+00   0.138637E+00  -0.764090E-09   0.616800E-07  -0.764090E-09   0.299474E-09
  3700   0.488003E+01  -0.216887E+00   0.617107E-07  -0.216887E+00   0.138260E+00  -0.773327E-09   0.617107E-07  -0.773327E-09   0.299234E-09
  3701   0.486578E+01  -0.214630E+00   0.617412E-07  -0.214630E+00   0.137891E+00  -0.782410E-09   0.617412E-07  -0.782410E-09   0.298995E-09
  3702   0.485144E+01  -0.212400E+00   0.617715E-07  -0.212400E+00   0.137532E+00  -0.791340E-09   0.617715E-07  -0.791340E-09   0.298756E-09
  3703   0.483711E+01  -0.210195E+00   0.618016E-07  -0.210195E+00   0.137197E+00  -0.800116E-09   0.618016E-07  -0.800116E-09   0.298517E-09
  3704   0.482276E+01  -0.208017E+00   0.618315E-07  -0.208017E+00   0.136863E+00  -0.808738E-09   0.618315E-07  -0.808738E-09   0.298278E-09
  3705   0.480833E+01  -0.205857E+00   0.618612E-07  -0.205857E+00   0.136553E+00  -0.817207E-09   0.618612E-07  -0.817207E-09   0.298039E-09
  3706   0.479383E+01  -0.203732E+00   0.618907E-07  -0.203732E+00   0.136237E+00  -0.825523E-09   0.618907E-07  -0.825523E-09   0.297801E-09
  3707   0.477932E+01  -0.201639E+00   0.619199E-07  -0.201639E+00   0.135953E+00  -0.833686E-09   0.619199E-07  -0.833686E-09   0.297563E-09
  3708   0.476473E+01  -0.199574E+00   0.619489E-07  -0.199574E+00   0.135670E+00  -0.841696E-09   0.619489E-07  -0.841696E-09   0.297325E-09
  3709   0.475020E+01  -0.197534E+00   0.619777E-07  -0.197534E+00   0.135403E+00  -0.849554E-09   0.619777E-07  -0.849554E-09   0.297087E-09
  3710   0.473568E+01  -0.195528E+00   0.620062E-07  -0.195528E+00   0.135145E+00  -0.857258E-09   0.620062E-07  -0.857258E-09   0.296850E-09
  3711   0.472100E+01  -0.193542E+00   0.620344E-07  -0.193542E+00   0.134903E+00  -0.864811E-09   0.620344E-07  -0.864811E-09   0.296613E-09
  3712   0.470639E+01  -0.191603E+00   0.620624E-07  -0.191603E+00   0.134670E+00  -0.872211E-09   0.620624E-07  -0.872211E-09   0.296376E-09
  3713   0.469177E+01  -0.189677E+00   0.620901E-07  -0.189677E+00   0.134446E+00  -0.879459E-09   0.620901E-07  -0.879459E-09   0.296139E-09
  3714   0.467708E+01  -0.187791E+00   0.621176E-07  -0.187791E+00   0.134216E+00  -0.886556E-09   0.621176E-07  -0.886556E-09   0.295902E-09
  3715   0.466239E+01  -0.185932E+00   0.621447E-07  -0.185932E+00   0.134024E+00  -0.893500E-09   0.621447E-07  -0.893500E-09   0.295665E-09
  3716   0.464762E+01  -0.184107E+00   0.621716E-07  -0.184107E+00   0.133834E+00  -0.900293E-09   0.621716E-07  -0.900293E-09   0.295429E-09
  3717   0.463292E+01  -0.182316E+00   0.621982E-07  -0.182316E+00   0.133652E+00  -0.906935E-09   0.621982E-07  -0.906935E-09   0.295193E-09
  3718   0.461822E+01  -0.180551E+00   0.622245E-07  -0.180551E+00   0.133478E+00  -0.913426E-09   0.622245E-07  -0.913426E-09   0.294957E-09
  3719   0.460337E+01  -0.178820E+00   0.622505E-07  -0.178820E+00   0.133321E+00  -0.919765E-09   0.622505E-07  -0.919765E-09   0.294721E-09
  3720   0.458866E+01  -0.177123E+00   0.622762E-07  -0.177123E+00   0.133195E+00  -0.925954E-09   0.622762E-07  -0.925954E-09   0.294486E-09
  3721   0.457388E+01  -0.175460E+00   0.623016E-07  -0.175460E+00   0.133055E+00  -0.931991E-09   0.623016E-07  -0.931991E-09   0.294251E-09
  3722   0.455917E+01  -0.173824E+00   0.623267E-07  -0.173824E+00   0.132923E+00  -0.937879E-09   0.623267E-07  -0.937879E-09   0.294016E-09
  3723   0.454439E+01  -0.172229E+00   0.623514E-07  -0.172229E+00   0.132807E+00  -0.943615E-09   0.623514E-07  -0.943615E-09   0.293781E-09
  3724   0.452968E+01  -0.170660E+00   0.623758E-07  -0.170660E+00   0.132700E+00  -0.949202E-09   0.623758E-07  -0.949202E-09   0.293546E-09
  3725   0.451490E+01  -0.169133E+00   0.623999E-07  -0.169133E+00   0.132601E+00  -0.954639E-09   0.623999E-07  -0.954639E-09   0.293312E-09
  3726   0.450012E+01  -0.167633E+00   0.624236E-07  -0.167633E+00   0.132503E+00  -0.959925E-09   0.624236E-07  -0.959925E-09   0.293077E-09
  3727   0.448541E+01  -0.166174E+00   0.624470E-07  -0.166174E+00   0.132429E+00  -0.965062E-09   0.624470E-07  -0.965062E-09   0.292843E-09
  3728   0.447070E+01  -0.164749E+00   0.624700E-07  -0.164749E+00   0.132348E+00  -0.970050E-09   0.624700E-07  -0.970050E-09   0.292609E-09
  3729   0.445592E+01  -0.163358E+00   0.624926E-07  -0.163358E+00   0.132297E+00  -0.974887E-09   0.624926E-07  -0.974887E-09   0.292376E-09
  3730   0.444129E+01  -0.161994E+00   0.625149E-07  -0.161994E+00   0.132240E+00  -0.979576E-09   0.625149E-07  -0.979576E-09   0.292142E-09
  3731   0.442659E+01  -0.160672E+00   0.625369E-07  -0.160672E+00   0.132191E+00  -0.984116E-09   0.625369E-07  -0.984116E-09   0.291909E-09
  3732   0.441196E+01  -0.159384E+00   0.625584E-07  -0.159384E+00   0.132143E+00  -0.988506E-09   0.625584E-07  -0.988506E-09   0.291676E-09
  3733   0.439727E+01  -0.158129E+00   0.625796E-07  -0.158129E+00   0.132118E+00  -0.992748E-09   0.625796E-07  -0.992748E-09   0.291443E-09
  3734   0.438272E+01  -0.156902E+00   0.626003E-07  -0.156902E+00   0.132094E+00  -0.996841E-09   0.626003E-07  -0.996841E-09   0.291210E-09
  3735   0.436810E+01  -0.155724E+00   0.626207E-07  -0.155724E+00   0.132071E+00  -0.100079E-08   0.626207E-07  -0.100079E-08   0.290978E-09
  3736   0.435356E+01  -0.154587E+00   0.626407E-07  -0.154587E+00   0.132063E+00  -0.100458E-08   0.626407E-07  -0.100458E-08   0.290745E-09
  3737   0.433910E+01  -0.153470E+00   0.626602E-07  -0.153470E+00   0.132063E+00  -0.100823E-08   0.626602E-07  -0.100823E-08   0.290513E-09
  3738   0.432449E+01  -0.152402E+00   0.626794E-07  -0.152402E+00   0.132064E+00  -0.101173E-08   0.626794E-07  -0.101173E-08   0.290281E-09
  3739   0.431004E+01  -0.151353E+00   0.626981E-07  -0.151353E+00   0.132080E+00  -0.101508E-08   0.626981E-07  -0.101508E-08   0.290050E-09
  3740   0.429574E+01  -0.150346E+00   0.627164E-07  -0.150346E+00   0.132097E+00  -0.101829E-08   0.627164E-07  -0.101829E-08   0.289818E-09
  3741   0.428129E+01  -0.149351E+00   0.627342E-07  -0.149351E+00   0.132122E+00  -0.102135E-08   0.627342E-07  -0.102135E-08   0.289587E-09
  3742   0.426693E+01  -0.148412E+00   0.627517E-07  -0.148412E+00   0.132147E+00  -0.102426E-08   0.627517E-07  -0.102426E-08   0.289356E-09
  3743   0.425264E+01  -0.147508E+00   0.627687E-07  -0.147508E+00   0.132181E+00  -0.102702E-08   0.627687E-07  -0.102702E-08   0.289125E-09
  3744   0.423843E+01  -0.146639E+00   0.627852E-07  -0.146639E+00   0.132222E+00  -0.102964E-08   0.627852E-07  -0.102964E-08   0.288894E-09
  3745   0.422424E+01  -0.145804E+00   0.628013E-07  -0.145804E+00   0.132271E+00  -0.103211E-08   0.628013E-07  -0.103211E-08   0.288664E-09
  3746   0.421012E+01  -0.145010E+00   0.628169E-07  -0.145010E+00   0.132321E+00  -0.103443E-08   0.628169E-07  -0.103443E-08   0.288433E-09
  3747   0.419593E+01  -0.144251E+00   0.628320E-07  -0.144251E+00   0.132378E+00  -0.103660E-08   0.628320E-07  -0.103660E-08   0.288203E-09
  3748   0.418190E+01  -0.143527E+00   0.628467E-07  -0.143527E+00   0.132436E+00  -0.103863E-08   0.628467E-07  -0.103863E-08   0.287973E-09
  3749   0.416795E+01  -0.142829E+00   0.628609E-07  -0.142829E+00   0.132501E+00  -0.104052E-08   0.628609E-07  -0.104052E-08   0.287744E-09
  3750   0.415393E+01  -0.142174E+00   0.628746E-07  -0.142174E+00   0.132567E+00  -0.104226E-08   0.628746E-07  -0.104226E-08   0.287514E-09
  3751   0.414015E+01  -0.141553E+00   0.628878E-07  -0.141553E+00   0.132640E+00  -0.104385E-08   0.628878E-07  -0.104385E-08   0.287285E-09
  3752   0.412630E+01  -0.140973E+00   0.629005E-07  -0.140973E+00   0.132714E+00  -0.104530E-08   0.629005E-07  -0.104530E-08   0.287055E-09
  3753   0.411253E+01  -0.140421E+00   0.629127E-07  -0.140421E+00   0.132803E+00  -0.104660E-08   0.629127E-07  -0.104660E-08   0.286827E-09
  3754   0.409884E+01  -0.139896E+00   0.629244E-07  -0.139896E+00   0.132885E+00  -0.104776E-08   0.629244E-07  -0.104776E-08   0.286598E-09
  3755   0.408516E+01  -0.139412E+00   0.629356E-07  -0.139412E+00   0.132974E+00  -0.104877E-08   0.629356E-07  -0.104877E-08   0.286369E-09
  3756   0.407157E+01  -0.138970E+00   0.629463E-07  -0.138970E+00   0.133063E+00  -0.104965E-08   0.629463E-07  -0.104965E-08   0.286141E-09
  3757   0.405806E+01  -0.138554E+00   0.629565E-07  -0.138554E+00   0.133153E+00  -0.105038E-08   0.629565E-07  -0.105038E-08   0.285913E-09
  3758   0.404455E+01  -0.138166E+00   0.629661E-07  -0.138166E+00   0.133250E+00  -0.105097E-08   0.629661E-07  -0.105097E-08   0.285685E-09
  3759   0.403121E+01  -0.137818E+00   0.629752E-07  -0.137818E+00   0.133347E+00  -0.105143E-08   0.629752E-07  -0.105143E-08   0.285457E-09
  3760   0.401787E+01  -0.137497E+00   0.629838E-07  -0.137497E+00   0.133459E+00  -0.105174E-08   0.629838E-07  -0.105174E-08   0.285229E-09
  3761   0.400476E+01  -0.137210E+00   0.629918E-07  -0.137210E+00   0.133564E+00  -0.105191E-08   0.629918E-07  -0.105191E-08   0.285002E-09
  3762   0.399160E+01  -0.136957E+00   0.629993E-07  -0.136957E+00   0.133669E+00  -0.105195E-08   0.629993E-07  -0.105195E-08   0.284775E-09
  3763   0.397851E+01  -0.136730E+00   0.630062E-07  -0.136730E+00   0.133773E+00  -0.105185E-08   0.630062E-07  -0.105185E-08   0.284548E-09
  3764   0.396551E+01  -0.136545E+00   0.630126E-07  -0.136545E+00   0.133878E+00  -0.105162E-08   0.630126E-07  -0.105162E-08   0.284321E-09
  3765   0.395259E+01  -0.136378E+00   0.630184E-07  -0.136378E+00   0.133990E+00  -0.105125E-08   0.630184E-07  -0.105125E-08   0.284094E-09
  3766   0.393983E+01  -0.136252E+00   0.630236E-07  -0.136252E+00   0.134095E+00  -0.105074E-08   0.630236E-07  -0.105074E-08   0.283868E-09
  3767   0.392701E+01  -0.136159E+00   0.630283E-07  -0.136159E+00   0.134207E+00  -0.105010E-08   0.630283E-07  -0.105010E-08   0.283641E-09
  3768   0.391434E+01  -0.136086E+00   0.630324E-07  -0.136086E+00   0.134327E+00  -0.104933E-08   0.630324E-07  -0.104933E-08   0.283415E-09
  3769   0.390176E+01  -0.136045E+00   0.630359E-07  -0.136045E+00   0.134438E+00  -0.104843E-08   0.630359E-07  -0.104843E-08   0.283189E-09
  3770   0.388926E+01  -0.136030E+00   0.630388E-07  -0.136030E+00   0.134557E+00  -0.104739E-08   0.630388E-07  -0.104739E-08   0.282964E-09
  3771   0.387685E+01  -0.136057E+00   0.630411E-07  -0.136057E+00   0.134661E+00  -0.104623E-08   0.630411E-07  -0.104623E-08   0.282738E-09
  3772   0.386453E+01  -0.136101E+00   0.630429E-07  -0.136101E+00   0.134773E+00  -0.104493E-08   0.630429E-07  -0.104493E-08   0.282513E-09
  3773   0.385228E+01  -0.136179E+00   0.630440E-07  -0.136179E+00   0.134891E+00  -0.104350E-08   0.630440E-07  -0.104350E-08   0.282288E-09
  3774   0.384013E+01  -0.136282E+00   0.630445E-07  -0.136282E+00   0.135017E+00  -0.104195E-08   0.630445E-07  -0.104195E-08   0.282063E-09
  3775   0.382806E+01  -0.136403E+00   0.630444E-07  -0.136403E+00   0.135120E+00  -0.104027E-08   0.630444E-07  -0.104027E-08   0.281838E-09
  3776   0.381607E+01  -0.136565E+00   0.630437E-07  -0.136565E+00   0.135238E+00  -0.103846E-08   0.630437E-07  -0.103846E-08   0.281613E-09
  3777   0.380425E+01  -0.136752E+00   0.630424E-07  -0.136752E+00   0.135348E+00  -0.103652E-08   0.630424E-07  -0.103652E-08   0.281389E-09
  3778   0.379258E+01  -0.136957E+00   0.630405E-07  -0.136957E+00   0.135465E+00  -0.103446E-08   0.630405E-07  -0.103446E-08   0.281165E-09
  3779   0.378085E+01  -0.137202E+00   0.630379E-07  -0.137202E+00   0.135567E+00  -0.103228E-08   0.630379E-07  -0.103228E-08   0.280941E-09
  3780   0.376928E+01  -0.137458E+00   0.630347E-07  -0.137458E+00   0.135676E+00  -0.102997E-08   0.630347E-07  -0.102997E-08   0.280717E-09
  3781   0.375780E+01  -0.137746E+00   0.630308E-07  -0.137746E+00   0.135777E+00  -0.102754E-08   0.630308E-07  -0.102754E-08   0.280494E-09
  3782   0.374633E+01  -0.138052E+00   0.630263E-07  -0.138052E+00   0.135885E+00  -0.102498E-08   0.630263E-07  -0.102498E-08   0.280270E-09
  3783   0.373487E+01  -0.138383E+00   0.630211E-07  -0.138383E+00   0.135985E+00  -0.102230E-08   0.630211E-07  -0.102230E-08   0.280047E-09
  3784   0.372373E+01  -0.138754E+00   0.630153E-07  -0.138754E+00   0.136085E+00  -0.101951E-08   0.630153E-07  -0.101951E-08   0.279824E-09
  3785   0.371259E+01  -0.139121E+00   0.630089E-07  -0.139121E+00   0.136184E+00  -0.101659E-08   0.630089E-07  -0.101659E-08   0.279601E-09
  3786   0.370146E+01  -0.139527E+00   0.630017E-07  -0.139527E+00   0.136283E+00  -0.101355E-08   0.630017E-07  -0.101355E-08   0.279378E-09
  3787   0.369058E+01  -0.139950E+00   0.629939E-07  -0.139950E+00   0.136381E+00  -0.101039E-08   0.629939E-07  -0.101039E-08   0.279156E-09
  3788   0.367977E+01  -0.140391E+00   0.629854E-07  -0.140391E+00   0.136464E+00  -0.100712E-08   0.629854E-07  -0.100712E-08   0.278934E-09
  3789   0.366906E+01  -0.140856E+00   0.629762E-07  -0.140856E+00   0.136554E+00  -0.100373E-08   0.629762E-07  -0.100373E-08   0.278712E-09
  3790   0.365843E+01  -0.141346E+00   0.629664E-07  -0.141346E+00   0.136635E+00  -0.100022E-08   0.629664E-07  -0.100022E-08   0.278490E-09
  3791   0.364789E+01  -0.141853E+00   0.629558E-07  -0.141853E+00   0.136716E+00  -0.996596E-09   0.629558E-07  -0.996596E-09   0.278268E-09
  3792   0.363751E+01  -0.142377E+00   0.629446E-07  -0.142377E+00   0.136797E+00  -0.992857E-09   0.629446E-07  -0.992857E-09   0.278046E-09
  3793   0.362715E+01  -0.142904E+00   0.629326E-07  -0.142904E+00   0.136869E+00  -0.989004E-09   0.629326E-07  -0.989004E-09   0.277825E-09
  3794   0.361695E+01  -0.143462E+00   0.629200E-07  -0.143462E+00   0.136941E+00  -0.985038E-09   0.629200E-07  -0.985038E-09   0.277604E-09
  3795   0.360683E+01  -0.144037E+00   0.629066E-07  -0.144037E+00   0.137004E+00  -0.980959E-09   0.629066E-07  -0.980959E-09   0.277383E-09
  3796   0.359680E+01  -0.144651E+00   0.628925E-07  -0.144651E+00   0.137067E+00  -0.976768E-09   0.628925E-07  -0.976768E-09   0.277162E-09
  3797   0.358687E+01  -0.145268E+00   0.628777E-07  -0.145268E+00   0.137129E+00  -0.972465E-09   0.628777E-07  -0.972465E-09   0.276941E-09
  3798   0.357709E+01  -0.145901E+00   0.628622E-07  -0.145901E+00   0.137182E+00  -0.968053E-09   0.628622E-07  -0.968053E-09   0.276721E-09
  3799   0.356740E+01  -0.146543E+00   0.628459E-07  -0.146543E+00   0.137235E+00  -0.963530E-09   0.628459E-07  -0.963530E-09   0.276501E-09
  3800   0.355773E+01  -0.147209E+00   0.628289E-07  -0.147209E+00   0.137288E+00  -0.958899E-09   0.628289E-07  -0.958899E-09   0.276281E-09
  3801   0.354822E+01  -0.147884E+00   0.628112E-07  -0.147884E+00   0.137317E+00  -0.954159E-09   0.628112E-07  -0.954159E-09   0.276061E-09
  3802   0.353880E+01  -0.148576E+00   0.627927E-07  -0.148576E+00   0.137360E+00  -0.949313E-09   0.627927E-07  -0.949313E-09   0.275841E-09
  3803   0.352946E+01  -0.149276E+00   0.627735E-07  -0.149276E+00   0.137387E+00  -0.944360E-09   0.627735E-07  -0.944360E-09   0.275622E-09
  3804   0.352036E+01  -0.149993E+00   0.627535E-07  -0.149993E+00   0.137413E+00  -0.939303E-09   0.627535E-07  -0.939303E-09   0.275402E-09
  3805   0.351121E+01  -0.150726E+00   0.627329E-07  -0.150726E+00   0.137439E+00  -0.934142E-09   0.627329E-07  -0.934142E-09   0.275183E-09
  3806   0.350221E+01  -0.151461E+00   0.627115E-07  -0.151461E+00   0.137456E+00  -0.928879E-09   0.627115E-07  -0.928879E-09   0.274964E-09
  3807   0.349338E+01  -0.152211E+00   0.626893E-07  -0.152211E+00   0.137465E+00  -0.923515E-09   0.626893E-07  -0.923515E-09   0.274745E-09
  3808   0.348456E+01  -0.152970E+00   0.626665E-07  -0.152970E+00   0.137473E+00  -0.918050E-09   0.626665E-07  -0.918050E-09   0.274527E-09
  3809   0.347590E+01  -0.153745E+00   0.626430E-07  -0.153745E+00   0.137481E+00  -0.912487E-09   0.626430E-07  -0.912487E-09   0.274308E-09
  3810   0.346741E+01  -0.154521E+00   0.626187E-07  -0.154521E+00   0.137472E+00  -0.906825E-09   0.626187E-07  -0.906825E-09   0.274090E-09
  3811   0.345892E+01  -0.155313E+00   0.625937E-07  -0.155313E+00   0.137463E+00  -0.901067E-09   0.625937E-07  -0.901067E-09   0.273872E-09
  3812   0.345060E+01  -0.156105E+00   0.625680E-07  -0.156105E+00   0.137438E+00  -0.895214E-09   0.625680E-07  -0.895214E-09   0.273654E-09
  3813   0.344230E+01  -0.156914E+00   0.625417E-07  -0.156914E+00   0.137419E+00  -0.889266E-09   0.625417E-07  -0.889266E-09   0.273437E-09
  3814   0.343408E+01  -0.157737E+00   0.625146E-07  -0.157737E+00   0.137392E+00  -0.883225E-09   0.625146E-07  -0.883225E-09   0.273219E-09
  3815   0.342602E+01  -0.158554E+00   0.624868E-07  -0.158554E+00   0.137364E+00  -0.877092E-09   0.624868E-07  -0.877092E-09   0.273002E-09
  3816   0.341804E+01  -0.159379E+00   0.624583E-07  -0.159379E+00   0.137328E+00  -0.870868E-09   0.624583E-07  -0.870868E-09   0.272785E-09
  3817   0.341016E+01  -0.160212E+00   0.624292E-07  -0.160212E+00   0.137277E+00  -0.864554E-09   0.624292E-07  -0.864554E-09   0.272568E-09
  3818   0.340236E+01  -0.161045E+00   0.623994E-07  -0.161045E+00   0.137231E+00  -0.858152E-09   0.623994E-07  -0.858152E-09   0.272351E-09
  3819   0.339472E+01  -0.161886E+00   0.623688E-07  -0.161886E+00   0.137170E+00  -0.851662E-09   0.623688E-07  -0.851662E-09   0.272134E-09
  3820   0.338709E+01  -0.162742E+00   0.623376E-07  -0.162742E+00   0.137108E+00  -0.845086E-09   0.623376E-07  -0.845086E-09   0.271918E-09
  3821   0.337963E+01  -0.163583E+00   0.623058E-07  -0.163583E+00   0.137038E+00  -0.838424E-09   0.623058E-07  -0.838424E-09   0.271702E-09
  3822   0.337217E+01  -0.164439E+00   0.622732E-07  -0.164439E+00   0.136967E+00  -0.831679E-09   0.622732E-07  -0.831679E-09   0.271486E-09
  3823   0.336488E+01  -0.165295E+00   0.622400E-07  -0.165295E+00   0.136887E+00  -0.824851E-09   0.622400E-07  -0.824851E-09   0.271270E-09
  3824   0.335759E+01  -0.166151E+00   0.622061E-07  -0.166151E+00   0.136799E+00  -0.817941E-09   0.622061E-07  -0.817941E-09   0.271054E-09
  3825   0.335047E+01  -0.167000E+00   0.621716E-07  -0.167000E+00   0.136703E+00  -0.810951E-09   0.621716E-07  -0.810951E-09   0.270839E-09
  3826   0.334351E+01  -0.167856E+00   0.621364E-07  -0.167856E+00   0.136606E+00  -0.803881E-09   0.621364E-07  -0.803881E-09   0.270623E-09
  3827   0.333648E+01  -0.168718E+00   0.621005E-07  -0.168718E+00   0.136493E+00  -0.796734E-09   0.621005E-07  -0.796734E-09   0.270408E-09
  3828   0.332962E+01  -0.169574E+00   0.620640E-07  -0.169574E+00   0.136379E+00  -0.789509E-09   0.620640E-07  -0.789509E-09   0.270193E-09
  3829   0.332284E+01  -0.170428E+00   0.620269E-07  -0.170428E+00   0.136256E+00  -0.782208E-09   0.620269E-07  -0.782208E-09   0.269979E-09
  3830   0.331621E+01  -0.171282E+00   0.619891E-07  -0.171282E+00   0.136133E+00  -0.774832E-09   0.619891E-07  -0.774832E-09   0.269764E-09
  3831   0.330960E+01  -0.172136E+00   0.619506E-07  -0.172136E+00   0.136001E+00  -0.767383E-09   0.619506E-07  -0.767383E-09   0.269550E-09
  3832   0.330308E+01  -0.172981E+00   0.619116E-07  -0.172981E+00   0.135861E+00  -0.759861E-09   0.619116E-07  -0.759861E-09   0.269335E-09
  3833   0.329664E+01  -0.173826E+00   0.618718E-07  -0.173826E+00   0.135706E+00  -0.752268E-09   0.618718E-07  -0.752268E-09   0.269121E-09
  3834   0.329035E+01  -0.174669E+00   0.618315E-07  -0.174669E+00   0.135556E+00  -0.744605E-09   0.618315E-07  -0.744605E-09   0.268907E-09
  3835   0.328408E+01  -0.175505E+00   0.617905E-07  -0.175505E+00   0.135399E+00  -0.736873E-09   0.617905E-07  -0.736873E-09   0.268694E-09
  3836   0.327789E+01  -0.176339E+00   0.617489E-07  -0.176339E+00   0.135232E+00  -0.729073E-09   0.617489E-07  -0.729073E-09   0.268480E-09
  3837   0.327179E+01  -0.177165E+00   0.617067E-07  -0.177165E+00   0.135058E+00  -0.721207E-09   0.617067E-07  -0.721207E-09   0.268267E-09
  3838   0.326577E+01  -0.177990E+00   0.616639E-07  -0.177990E+00   0.134875E+00  -0.713275E-09   0.616639E-07  -0.713275E-09   0.268054E-09
  3839   0.325984E+01  -0.178814E+00   0.616204E-07  -0.178814E+00   0.134691E+00  -0.705278E-09   0.616204E-07  -0.705278E-09   0.267841E-09
  3840   0.325398E+01  -0.179621E+00   0.615763E-07  -0.179621E+00   0.134492E+00  -0.697218E-09   0.615763E-07  -0.697218E-09   0.267628E-09
  3841   0.324822E+01  -0.180427E+00   0.615317E-07  -0.180427E+00   0.134298E+00  -0.689096E-09   0.615317E-07  -0.689096E-09   0.267415E-09
  3842   0.324253E+01  -0.181225E+00   0.614864E-07  -0.181225E+00   0.134089E+00  -0.680914E-09   0.614864E-07  -0.680914E-09   0.267203E-09
  3843   0.323686E+01  -0.182006E+00   0.614405E-07  -0.182006E+00   0.133872E+00  -0.672671E-09   0.614405E-07  -0.672671E-09   0.266991E-09
  3844   0.323127E+01  -0.182792E+00   0.613940E-07  -0.182792E+00   0.133653E+00  -0.664370E-09   0.613940E-07  -0.664370E-09   0.266778E-09
  3845   0.322583E+01  -0.183563E+00   0.613470E-07  -0.183563E+00   0.133434E+00  -0.656011E-09   0.613470E-07  -0.656011E-09   0.266566E-09
  3846   0.322033E+01  -0.184316E+00   0.612993E-07  -0.184316E+00   0.133191E+00  -0.647596E-09   0.612993E-07  -0.647596E-09   0.266355E-09
  3847   0.321492E+01  -0.185075E+00   0.612510E-07  -0.185075E+00   0.132955E+00  -0.639126E-09   0.612510E-07  -0.639126E-09   0.266143E-09
  3848   0.320966E+01  -0.185811E+00   0.612022E-07  -0.185811E+00   0.132710E+00  -0.630602E-09   0.612022E-07  -0.630602E-09   0.265932E-09
  3849   0.320441E+01  -0.186536E+00   0.611528E-07  -0.186536E+00   0.132449E+00  -0.622025E-09   0.611528E-07  -0.622025E-09   0.265721E-09
  3850   0.319924E+01  -0.187252E+00   0.611028E-07  -0.187252E+00   0.132188E+00  -0.613396E-09   0.611028E-07  -0.613396E-09   0.265510E-09
  3851   0.319415E+01  -0.187959E+00   0.610522E-07  -0.187959E+00   0.131918E+00  -0.604717E-09   0.610522E-07  -0.604717E-09   0.265299E-09
  3852   0.318907E+01  -0.188656E+00   0.610010E-07  -0.188656E+00   0.131647E+00  -0.595989E-09   0.610010E-07  -0.595989E-09   0.265088E-09
  3853   0.318415E+01  -0.189329E+00   0.609493E-07  -0.189329E+00   0.131367E+00  -0.587212E-09   0.609493E-07  -0.587212E-09   0.264877E-09
  3854   0.317924E+01  -0.189999E+00   0.608970E-07  -0.189999E+00   0.131057E+00  -0.578388E-09   0.608970E-07  -0.578388E-09   0.264667E-09
  3855   0.317433E+01  -0.190653E+00   0.608442E-07  -0.190653E+00   0.130769E+00  -0.569519E-09   0.608442E-07  -0.569519E-09   0.264457E-09
  3856   0.316951E+01  -0.191289E+00   0.607907E-07  -0.191289E+00   0.130471E+00  -0.560605E-09   0.607907E-07  -0.560605E-09   0.264247E-09
