#    L    TT             EE             TE             PP             TP          
   322   0.335388E+04   0.130370E+02   0.118029E+03   0.152308E+07   0.875249E+03
   323   0.332069E+04   0.132233E+02   0.117538E+03   0.151729E+07   0.867016E+03
   324   0.328764E+04   0.134104E+02   0.117002E+03   0.151154E+07   0.858848E+03
   325   0.325483E+04   0.135946E+02   0.116443E+03   0.150581E+07   0.850743E+03
   326   0.322208E+04   0.137802E+02   0.115831E+03   0.150011E+07   0.842702E+03
   327   0.318956E+04   0.139651E+02   0.115189E+03   0.149445E+07   0.834726E+03
   328   0.315726E+04   0.141486E+02   0.114516E+03   0.148882E+07   0.826814E+03
   329   0.312512E+04   0.143320E+02   0.113798E+03   0.148322E+07   0.818967E+03
   330   0.309320E+04   0.145140E+02   0.113042E+03   0.147765E+07   0.811185E+03
   331   0.306158E+04   0.146952E+02   0.112256E+03   0.147211E+07   0.803468E+03
   332   0.303011E+04   0.148765E+02   0.111439E+03   0.146659E+07   0.795816E+03
   333   0.299886E+04   0.150562E+02   0.110585E+03   0.146111E+07   0.788229E+03
   334   0.296792E+04   0.152353E+02   0.109692E+03   0.145566E+07   0.780708E+03
   335   0.293713E+04   0.154121E+02   0.108762E+03   0.145024E+07   0.773253E+03
   336   0.290664E+04   0.155881E+02   0.107801E+03   0.144485E+07   0.765864E+03
   337   0.287645E+04   0.157634E+02   0.106795E+03   0.143948E+07   0.758541E+03
   338   0.284649E+04   0.159365E+02   0.105766E+03   0.143415E+07   0.751284E+03
   339   0.281690E+04   0.161096E+02   0.104698E+03   0.142884E+07   0.744094E+03
   340   0.278755E+04   0.162805E+02   0.103608E+03   0.142356E+07   0.736970E+03
   341   0.275842E+04   0.164492E+02   0.102473E+03   0.141831E+07   0.729914E+03
   342   0.272967E+04   0.166178E+02   0.101307E+03   0.141308E+07   0.722924E+03
   343   0.270122E+04   0.167835E+02   0.100110E+03   0.140788E+07   0.716002E+03
   344   0.267315E+04   0.169477E+02   0.988830E+02   0.140271E+07   0.709147E+03
   345   0.264530E+04   0.171096E+02   0.976255E+02   0.139757E+07   0.702360E+03
   346   0.261784E+04   0.172709E+02   0.963448E+02   0.139245E+07   0.695640E+03
   347   0.259068E+04   0.174291E+02   0.950262E+02   0.138735E+07   0.688989E+03
   348   0.256390E+04   0.175851E+02   0.936771E+02   0.138229E+07   0.682406E+03
   349   0.253742E+04   0.177397E+02   0.922974E+02   0.137725E+07   0.675891E+03
   350   0.251133E+04   0.178912E+02   0.908947E+02   0.137223E+07   0.669444E+03
   351   0.248576E+04   0.180413E+02   0.894614E+02   0.136724E+07   0.663066E+03
   352   0.246035E+04   0.181891E+02   0.879975E+02   0.136227E+07   0.656755E+03
   353   0.243539E+04   0.183339E+02   0.865180E+02   0.135733E+07   0.650510E+03
   354   0.241074E+04   0.184766E+02   0.850006E+02   0.135241E+07   0.644328E+03
   355   0.238655E+04   0.186169E+02   0.834602E+02   0.134752E+07   0.638207E+03
   356   0.236273E+04   0.187551E+02   0.819041E+02   0.134265E+07   0.632147E+03
   357   0.233929E+04   0.188903E+02   0.803176E+02   0.133781E+07   0.626145E+03
   358   0.231631E+04   0.190217E+02   0.787155E+02   0.133299E+07   0.620200E+03
   359   0.229364E+04   0.191509E+02   0.770830E+02   0.132819E+07   0.614310E+03
   360   0.227142E+04   0.192779E+02   0.754312E+02   0.132342E+07   0.608474E+03
   361   0.224958E+04   0.194019E+02   0.737557E+02   0.131867E+07   0.602688E+03
   362   0.222820E+04   0.195229E+02   0.720595E+02   0.131394E+07   0.596953E+03
   363   0.220720E+04   0.196417E+02   0.703448E+02   0.130924E+07   0.591266E+03
   364   0.218665E+04   0.197560E+02   0.686080E+02   0.130456E+07   0.585625E+03
   365   0.216649E+04   0.198681E+02   0.668549E+02   0.129990E+07   0.580028E+03
   366   0.214678E+04   0.199772E+02   0.650827E+02   0.129527E+07   0.574475E+03
   367   0.212753E+04   0.200818E+02   0.632935E+02   0.129065E+07   0.568963E+03
   368   0.210858E+04   0.201842E+02   0.614889E+02   0.128606E+07   0.563490E+03
   369   0.209024E+04   0.202836E+02   0.596666E+02   0.128150E+07   0.558056E+03
   370   0.207228E+04   0.203792E+02   0.578319E+02   0.127695E+07   0.552657E+03
   371   0.205471E+04   0.204712E+02   0.559811E+02   0.127243E+07   0.547292E+03
   372   0.203759E+04   0.205601E+02   0.541186E+02   0.126793E+07   0.541961E+03
   373   0.202092E+04   0.206454E+02   0.522415E+02   0.126345E+07   0.536660E+03
   374   0.200472E+04   0.207276E+02   0.503535E+02   0.125899E+07   0.531388E+03
   375   0.198889E+04   0.208061E+02   0.484547E+02   0.125455E+07   0.526144E+03
   376   0.197360E+04   0.208817E+02   0.465450E+02   0.125014E+07   0.520926E+03
   377   0.195877E+04   0.209527E+02   0.446274E+02   0.124575E+07   0.515731E+03
   378   0.194432E+04   0.210201E+02   0.426990E+02   0.124137E+07   0.510559E+03
   379   0.193032E+04   0.210844E+02   0.407642E+02   0.123702E+07   0.505408E+03
   380   0.191686E+04   0.211457E+02   0.388209E+02   0.123269E+07   0.500275E+03
   381   0.190378E+04   0.212004E+02   0.368720E+02   0.122838E+07   0.495160E+03
   382   0.189108E+04   0.212535E+02   0.349182E+02   0.122409E+07   0.490060E+03
   383   0.187892E+04   0.213022E+02   0.329582E+02   0.121982E+07   0.484974E+03
   384   0.186729E+04   0.213464E+02   0.309956E+02   0.121557E+07   0.479900E+03
   385   0.185597E+04   0.213884E+02   0.290290E+02   0.121134E+07   0.474836E+03
   386   0.184518E+04   0.214258E+02   0.270605E+02   0.120713E+07   0.469780E+03
   387   0.183477E+04   0.214588E+02   0.250903E+02   0.120294E+07   0.464732E+03
   388   0.182483E+04   0.214881E+02   0.231198E+02   0.119877E+07   0.459689E+03
   389   0.181534E+04   0.215114E+02   0.211491E+02   0.119461E+07   0.454649E+03
   390   0.180631E+04   0.215339E+02   0.191803E+02   0.119048E+07   0.449611E+03
   391   0.179774E+04   0.215513E+02   0.172120E+02   0.118637E+07   0.444572E+03
   392   0.178955E+04   0.215663E+02   0.152473E+02   0.118227E+07   0.439532E+03
   393   0.178190E+04   0.215762E+02   0.132853E+02   0.117820E+07   0.434489E+03
   394   0.177464E+04   0.215823E+02   0.113283E+02   0.117414E+07   0.429440E+03
   395   0.176775E+04   0.215839E+02   0.937479E+01   0.117010E+07   0.424385E+03
   396   0.176140E+04   0.215818E+02   0.742844E+01   0.116608E+07   0.419321E+03
   397   0.175537E+04   0.215759E+02   0.548790E+01   0.116208E+07   0.414246E+03
   398   0.174986E+04   0.215656E+02   0.355450E+01   0.115810E+07   0.409160E+03
   399   0.174475E+04   0.215515E+02   0.162913E+01   0.115413E+07   0.404060E+03
   400   0.174001E+04   0.215337E+02  -0.287306E+00   0.115019E+07   0.398944E+03
   401   0.173574E+04   0.215114E+02  -0.219420E+01   0.114626E+07   0.393811E+03
   402   0.173193E+04   0.214847E+02  -0.409061E+01   0.114234E+07   0.388664E+03
   403   0.172850E+04   0.214549E+02  -0.597595E+01   0.113845E+07   0.383503E+03
   404   0.172546E+04   0.214206E+02  -0.784863E+01   0.113457E+07   0.378331E+03
   405   0.172288E+04   0.213819E+02  -0.970946E+01   0.113071E+07   0.373149E+03
   406   0.172061E+04   0.213402E+02  -0.115562E+02   0.112687E+07   0.367960E+03
   407   0.171880E+04   0.212939E+02  -0.133903E+02   0.112304E+07   0.362765E+03
   408   0.171737E+04   0.212440E+02  -0.152074E+02   0.111923E+07   0.357566E+03
   409   0.171641E+04   0.211910E+02  -0.170095E+02   0.111544E+07   0.352366E+03
   410   0.171575E+04   0.211328E+02  -0.187961E+02   0.111166E+07   0.347166E+03
   411   0.171555E+04   0.210716E+02  -0.205647E+02   0.110791E+07   0.341968E+03
   412   0.171566E+04   0.210067E+02  -0.223162E+02   0.110417E+07   0.336775E+03
   413   0.171616E+04   0.209381E+02  -0.240491E+02   0.110044E+07   0.331587E+03
   414   0.171697E+04   0.208657E+02  -0.257634E+02   0.109673E+07   0.326407E+03
   415   0.171823E+04   0.207903E+02  -0.274567E+02   0.109304E+07   0.321238E+03
   416   0.171980E+04   0.207104E+02  -0.291306E+02   0.108937E+07   0.316080E+03
   417   0.172169E+04   0.206275E+02  -0.307844E+02   0.108571E+07   0.310936E+03
   418   0.172395E+04   0.205394E+02  -0.324150E+02   0.108207E+07   0.305808E+03
   419   0.172660E+04   0.204490E+02  -0.340232E+02   0.107844E+07   0.300697E+03
   420   0.172956E+04   0.203556E+02  -0.356089E+02   0.107483E+07   0.295606E+03
   421   0.173291E+04   0.202585E+02  -0.371707E+02   0.107124E+07   0.290537E+03
   422   0.173656E+04   0.201577E+02  -0.387092E+02   0.106766E+07   0.285491E+03
   423   0.174044E+04   0.200531E+02  -0.402223E+02   0.106410E+07   0.280471E+03
   424   0.174464E+04   0.199455E+02  -0.417107E+02   0.106055E+07   0.275478E+03
   425   0.174921E+04   0.198341E+02  -0.431722E+02   0.105702E+07   0.270514E+03
   426   0.175410E+04   0.197205E+02  -0.446074E+02   0.105351E+07   0.265581E+03
   427   0.175922E+04   0.196032E+02  -0.460171E+02   0.105001E+07   0.260682E+03
   428   0.176464E+04   0.194829E+02  -0.473975E+02   0.104653E+07   0.255818E+03
   429   0.177030E+04   0.193595E+02  -0.487502E+02   0.104306E+07   0.250991E+03
   430   0.177635E+04   0.192339E+02  -0.500752E+02   0.103961E+07   0.246203E+03
   431   0.178262E+04   0.191046E+02  -0.513709E+02   0.103617E+07   0.241456E+03
   432   0.178906E+04   0.189723E+02  -0.526380E+02   0.103275E+07   0.236751E+03
   433   0.179587E+04   0.188384E+02  -0.538736E+02   0.102934E+07   0.232092E+03
   434   0.180285E+04   0.187008E+02  -0.550806E+02   0.102595E+07   0.227479E+03
   435   0.181006E+04   0.185617E+02  -0.562569E+02   0.102258E+07   0.222915E+03
   436   0.181757E+04   0.184196E+02  -0.574023E+02   0.101921E+07   0.218402E+03
   437   0.182532E+04   0.182745E+02  -0.585154E+02   0.101587E+07   0.213941E+03
   438   0.183322E+04   0.181271E+02  -0.595962E+02   0.101254E+07   0.209535E+03
   439   0.184143E+04   0.179782E+02  -0.606461E+02   0.100922E+07   0.205185E+03
   440   0.184980E+04   0.178263E+02  -0.616621E+02   0.100592E+07   0.200894E+03
   441   0.185841E+04   0.176722E+02  -0.626466E+02   0.100263E+07   0.196663E+03
   442   0.186709E+04   0.175158E+02  -0.635972E+02   0.999357E+06   0.192494E+03
   443   0.187608E+04   0.173578E+02  -0.645146E+02   0.996099E+06   0.188389E+03
   444   0.188523E+04   0.171984E+02  -0.653974E+02   0.992854E+06   0.184351E+03
   445   0.189454E+04   0.170352E+02  -0.662463E+02   0.989624E+06   0.180381E+03
   446   0.190392E+04   0.168720E+02  -0.670598E+02   0.986409E+06   0.176480E+03
   447   0.191354E+04   0.167073E+02  -0.678401E+02   0.983207E+06   0.172652E+03
   448   0.192325E+04   0.165396E+02  -0.685857E+02   0.980019E+06   0.168897E+03
   449   0.193318E+04   0.163710E+02  -0.692951E+02   0.976845E+06   0.165219E+03
   450   0.194327E+04   0.162018E+02  -0.699706E+02   0.973685E+06   0.161618E+03
   451   0.195344E+04   0.160302E+02  -0.706098E+02   0.970539E+06   0.158096E+03
   452   0.196369E+04   0.158579E+02  -0.712151E+02   0.967407E+06   0.154653E+03
   453   0.197418E+04   0.156848E+02  -0.717841E+02   0.964288E+06   0.151288E+03
   454   0.198467E+04   0.155102E+02  -0.723185E+02   0.961183E+06   0.148000E+03
   455   0.199524E+04   0.153349E+02  -0.728180E+02   0.958091E+06   0.144787E+03
   456   0.200604E+04   0.151580E+02  -0.732762E+02   0.955013E+06   0.141649E+03
   457   0.201678E+04   0.149811E+02  -0.737070E+02   0.951949E+06   0.138585E+03
   458   0.202767E+04   0.148034E+02  -0.740919E+02   0.948897E+06   0.135594E+03
   459   0.203864E+04   0.146257E+02  -0.744465E+02   0.945859E+06   0.132674E+03
   460   0.204968E+04   0.144465E+02  -0.747649E+02   0.942835E+06   0.129826E+03
   461   0.206074E+04   0.142673E+02  -0.750478E+02   0.939823E+06   0.127047E+03
   462   0.207187E+04   0.140873E+02  -0.752892E+02   0.936824E+06   0.124337E+03
   463   0.208301E+04   0.139080E+02  -0.755077E+02   0.933839E+06   0.121695E+03
   464   0.209416E+04   0.137287E+02  -0.756736E+02   0.930866E+06   0.119119E+03
   465   0.210531E+04   0.135494E+02  -0.758167E+02   0.927906E+06   0.116610E+03
   466   0.211654E+04   0.133693E+02  -0.759145E+02   0.924960E+06   0.114165E+03
   467   0.212784E+04   0.131900E+02  -0.759820E+02   0.922025E+06   0.111785E+03
   468   0.213908E+04   0.130113E+02  -0.760118E+02   0.919104E+06   0.109467E+03
   469   0.215032E+04   0.128319E+02  -0.760112E+02   0.916195E+06   0.107211E+03
   470   0.216163E+04   0.126540E+02  -0.759729E+02   0.913299E+06   0.105017E+03
   471   0.217273E+04   0.124776E+02  -0.758968E+02   0.910415E+06   0.102882E+03
   472   0.218398E+04   0.123011E+02  -0.757903E+02   0.907544E+06   0.100806E+03
   473   0.219516E+04   0.121254E+02  -0.756461E+02   0.904685E+06   0.987882E+02
   474   0.220634E+04   0.119512E+02  -0.754715E+02   0.901839E+06   0.968273E+02
   475   0.221753E+04   0.117769E+02  -0.752591E+02   0.899004E+06   0.949224E+02
   476   0.222856E+04   0.116049E+02  -0.750112E+02   0.896182E+06   0.930725E+02
   477   0.223953E+04   0.114336E+02  -0.747373E+02   0.893372E+06   0.912767E+02
   478   0.225049E+04   0.112630E+02  -0.744190E+02   0.890574E+06   0.895339E+02
   479   0.226139E+04   0.110947E+02  -0.740807E+02   0.887788E+06   0.878431E+02
   480   0.227221E+04   0.109278E+02  -0.737031E+02   0.885014E+06   0.862035E+02
   481   0.228295E+04   0.107624E+02  -0.732899E+02   0.882252E+06   0.846139E+02
   482   0.229370E+04   0.105992E+02  -0.728471E+02   0.879501E+06   0.830734E+02
   483   0.230423E+04   0.104375E+02  -0.723768E+02   0.876763E+06   0.815809E+02
   484   0.231461E+04   0.102781E+02  -0.718732E+02   0.874036E+06   0.801356E+02
   485   0.232506E+04   0.101201E+02  -0.713377E+02   0.871320E+06   0.787365E+02
   486   0.233536E+04   0.996510E+01  -0.707726E+02   0.868616E+06   0.773824E+02
   487   0.234551E+04   0.981233E+01  -0.701778E+02   0.865924E+06   0.760726E+02
   488   0.235552E+04   0.966104E+01  -0.695526E+02   0.863243E+06   0.748058E+02
   489   0.236545E+04   0.951272E+01  -0.688985E+02   0.860573E+06   0.735813E+02
   490   0.237530E+04   0.936738E+01  -0.682147E+02   0.857915E+06   0.723979E+02
   491   0.238486E+04   0.922426E+01  -0.675041E+02   0.855268E+06   0.712548E+02
   492   0.239442E+04   0.908413E+01  -0.667662E+02   0.852632E+06   0.701508E+02
   493   0.240382E+04   0.894548E+01  -0.659993E+02   0.850007E+06   0.690851E+02
   494   0.241307E+04   0.881130E+01  -0.652071E+02   0.847393E+06   0.680566E+02
   495   0.242210E+04   0.867935E+01  -0.643883E+02   0.844790E+06   0.670643E+02
   496   0.243098E+04   0.855112E+01  -0.635442E+02   0.842198E+06   0.661073E+02
   497   0.243971E+04   0.842588E+01  -0.626741E+02   0.839616E+06   0.651846E+02
   498   0.244828E+04   0.830287E+01  -0.617811E+02   0.837046E+06   0.642952E+02
   499   0.245678E+04   0.818432E+01  -0.608620E+02   0.834486E+06   0.634380E+02
   500   0.246506E+04   0.806802E+01  -0.599214E+02   0.831937E+06   0.626122E+02
   501   0.247303E+04   0.795619E+01  -0.589577E+02   0.829398E+06   0.618168E+02
   502   0.248099E+04   0.784808E+01  -0.579711E+02   0.826870E+06   0.610514E+02
   503   0.248866E+04   0.774296E+01  -0.569636E+02   0.824352E+06   0.603157E+02
   504   0.249610E+04   0.764156E+01  -0.559340E+02   0.821845E+06   0.596095E+02
   505   0.250354E+04   0.754464E+01  -0.548858E+02   0.819348E+06   0.589324E+02
   506   0.251060E+04   0.745160E+01  -0.538169E+02   0.816862E+06   0.582842E+02
   507   0.251758E+04   0.736215E+01  -0.527295E+02   0.814386E+06   0.576645E+02
   508   0.252427E+04   0.727732E+01  -0.516229E+02   0.811920E+06   0.570730E+02
   509   0.253079E+04   0.719614E+01  -0.505001E+02   0.809464E+06   0.565095E+02
   510   0.253702E+04   0.711930E+01  -0.493603E+02   0.807019E+06   0.559737E+02
   511   0.254317E+04   0.704649E+01  -0.482036E+02   0.804584E+06   0.554652E+02
   512   0.254902E+04   0.697816E+01  -0.470314E+02   0.802159E+06   0.549838E+02
   513   0.255471E+04   0.691409E+01  -0.458453E+02   0.799744E+06   0.545291E+02
   514   0.256018E+04   0.685458E+01  -0.446453E+02   0.797338E+06   0.541010E+02
   515   0.256542E+04   0.679955E+01  -0.434314E+02   0.794943E+06   0.536990E+02
   516   0.257043E+04   0.674908E+01  -0.422050E+02   0.792558E+06   0.533229E+02
   517   0.257515E+04   0.670332E+01  -0.409670E+02   0.790183E+06   0.529723E+02
   518   0.257970E+04   0.666211E+01  -0.397181E+02   0.787818E+06   0.526471E+02
   519   0.258411E+04   0.662570E+01  -0.384576E+02   0.785462E+06   0.523469E+02
   520   0.258821E+04   0.659399E+01  -0.371884E+02   0.783116E+06   0.520713E+02
   521   0.259201E+04   0.656707E+01  -0.359106E+02   0.780780E+06   0.518202E+02
   522   0.259558E+04   0.654516E+01  -0.346242E+02   0.778454E+06   0.515932E+02
   523   0.259900E+04   0.652812E+01  -0.333307E+02   0.776137E+06   0.513900E+02
   524   0.260219E+04   0.651594E+01  -0.320309E+02   0.773830E+06   0.512103E+02
   525   0.260500E+04   0.650877E+01  -0.307239E+02   0.771532E+06   0.510538E+02
   526   0.260766E+04   0.650662E+01  -0.294121E+02   0.769244E+06   0.509203E+02
   527   0.261024E+04   0.650948E+01  -0.280963E+02   0.766966E+06   0.508094E+02
   528   0.261244E+04   0.651736E+01  -0.267778E+02   0.764697E+06   0.507208E+02
   529   0.261441E+04   0.653056E+01  -0.254553E+02   0.762437E+06   0.506542E+02
   530   0.261608E+04   0.654885E+01  -0.241325E+02   0.760187E+06   0.506094E+02
   531   0.261775E+04   0.657216E+01  -0.228064E+02   0.757946E+06   0.505861E+02
   532   0.261896E+04   0.660079E+01  -0.214807E+02   0.755714E+06   0.505839E+02
   533   0.261995E+04   0.663459E+01  -0.201555E+02   0.753492E+06   0.506025E+02
   534   0.262070E+04   0.667363E+01  -0.188316E+02   0.751278E+06   0.506417E+02
   535   0.262123E+04   0.671800E+01  -0.175096E+02   0.749074E+06   0.507012E+02
   536   0.262153E+04   0.676754E+01  -0.161895E+02   0.746879E+06   0.507807E+02
   537   0.262167E+04   0.682233E+01  -0.148730E+02   0.744693E+06   0.508798E+02
   538   0.262144E+04   0.688252E+01  -0.135608E+02   0.742516E+06   0.509983E+02
   539   0.262105E+04   0.694782E+01  -0.122535E+02   0.740348E+06   0.511358E+02
   540   0.262043E+04   0.701866E+01  -0.109520E+02   0.738189E+06   0.512922E+02
   541   0.261950E+04   0.709460E+01  -0.965628E+01   0.736039E+06   0.514670E+02
   542   0.261843E+04   0.717588E+01  -0.836858E+01   0.733898E+06   0.516601E+02
   543   0.261704E+04   0.726256E+01  -0.708846E+01   0.731766E+06   0.518710E+02
   544   0.261551E+04   0.735450E+01  -0.581692E+01   0.729642E+06   0.520996E+02
   545   0.261367E+04   0.745169E+01  -0.455455E+01   0.727527E+06   0.523454E+02
   546   0.261167E+04   0.755392E+01  -0.330242E+01   0.725421E+06   0.526083E+02
   547   0.260937E+04   0.766141E+01  -0.206083E+01   0.723323E+06   0.528878E+02
   548   0.260691E+04   0.777416E+01  -0.830834E+00   0.721234E+06   0.531838E+02
   549   0.260422E+04   0.789218E+01   0.386848E+00   0.719154E+06   0.534959E+02
   550   0.260131E+04   0.801545E+01   0.159162E+01   0.717082E+06   0.538239E+02
