#    L    TT             EE             TE          
  1498   0.695154E+03   0.125730E+02  -0.115645E+01
  1499   0.692231E+03   0.126466E+02  -0.774770E+00
  1500   0.689291E+03   0.127229E+02  -0.402062E+00
  1501   0.686332E+03   0.128001E+02  -0.382310E-01
  1502   0.683355E+03   0.128792E+02   0.316232E+00
  1503   0.680368E+03   0.129601E+02   0.661503E+00
  1504   0.677362E+03   0.130421E+02   0.997684E+00
  1505   0.674337E+03   0.131259E+02   0.132443E+01
  1506   0.671302E+03   0.132109E+02   0.164184E+01
  1507   0.668255E+03   0.132977E+02   0.194986E+01
  1508   0.665196E+03   0.133856E+02   0.224816E+01
  1509   0.662118E+03   0.134738E+02   0.253688E+01
  1510   0.659044E+03   0.135648E+02   0.281577E+01
  1511   0.655942E+03   0.136561E+02   0.308559E+01
  1512   0.652835E+03   0.137486E+02   0.334412E+01
  1513   0.649717E+03   0.138422E+02   0.359435E+01
  1514   0.646600E+03   0.139378E+02   0.383408E+01
  1515   0.643493E+03   0.140338E+02   0.406481E+01
  1516   0.640359E+03   0.141303E+02   0.428432E+01
  1517   0.637226E+03   0.142280E+02   0.449485E+01
  1518   0.634087E+03   0.143270E+02   0.469642E+01
  1519   0.630943E+03   0.144257E+02   0.488607E+01
  1520   0.627807E+03   0.145256E+02   0.506679E+01
  1521   0.624658E+03   0.146268E+02   0.523783E+01
  1522   0.621502E+03   0.147277E+02   0.539846E+01
  1523   0.618354E+03   0.148293E+02   0.554944E+01
  1524   0.615200E+03   0.149321E+02   0.569003E+01
  1525   0.612046E+03   0.150354E+02   0.582098E+01
  1526   0.608899E+03   0.151386E+02   0.594229E+01
  1527   0.605753E+03   0.152417E+02   0.605247E+01
  1528   0.602607E+03   0.153461E+02   0.615377E+01
  1529   0.599468E+03   0.154503E+02   0.624544E+01
  1530   0.596336E+03   0.155544E+02   0.632673E+01
  1531   0.593204E+03   0.156592E+02   0.639765E+01
  1532   0.590085E+03   0.157646E+02   0.645968E+01
  1533   0.586966E+03   0.158692E+02   0.651282E+01
  1534   0.583861E+03   0.159744E+02   0.655408E+01
  1535   0.580762E+03   0.160796E+02   0.658719E+01
  1536   0.577669E+03   0.161840E+02   0.660990E+01
  1537   0.574596E+03   0.162890E+02   0.662295E+01
  1538   0.571537E+03   0.163941E+02   0.662708E+01
  1539   0.568454E+03   0.164977E+02   0.662153E+01
  1540   0.565405E+03   0.166012E+02   0.660704E+01
  1541   0.562370E+03   0.167056E+02   0.658211E+01
  1542   0.559347E+03   0.168091E+02   0.654895E+01
  1543   0.556329E+03   0.169113E+02   0.650532E+01
  1544   0.553330E+03   0.170142E+02   0.645344E+01
  1545   0.550351E+03   0.171157E+02   0.639255E+01
  1546   0.547377E+03   0.172166E+02   0.632189E+01
  1547   0.544422E+03   0.173175E+02   0.624293E+01
  1548   0.541493E+03   0.174177E+02   0.615490E+01
  1549   0.538576E+03   0.175166E+02   0.605853E+01
  1550   0.535685E+03   0.176149E+02   0.595306E+01
  1551   0.532798E+03   0.177125E+02   0.583847E+01
  1552   0.529944E+03   0.178088E+02   0.571622E+01
  1553   0.527101E+03   0.179052E+02   0.558630E+01
  1554   0.524284E+03   0.180011E+02   0.544721E+01
  1555   0.521477E+03   0.180949E+02   0.530041E+01
  1556   0.518703E+03   0.181874E+02   0.514514E+01
  1557   0.515947E+03   0.182794E+02   0.498213E+01
  1558   0.513216E+03   0.183708E+02   0.481210E+01
  1559   0.510518E+03   0.184595E+02   0.463353E+01
  1560   0.507837E+03   0.185484E+02   0.444716E+01
  1561   0.505158E+03   0.186353E+02   0.425369E+01
  1562   0.502504E+03   0.187218E+02   0.405237E+01
  1563   0.499882E+03   0.188063E+02   0.384465E+01
  1564   0.497291E+03   0.188903E+02   0.362976E+01
  1565   0.494733E+03   0.189716E+02   0.340769E+01
  1566   0.492191E+03   0.190525E+02   0.317988E+01
  1567   0.489665E+03   0.191300E+02   0.294408E+01
  1568   0.487171E+03   0.192085E+02   0.270234E+01
  1569   0.484716E+03   0.192844E+02   0.245419E+01
  1570   0.482284E+03   0.193599E+02   0.219997E+01
  1571   0.479883E+03   0.194350E+02   0.194024E+01
  1572   0.477498E+03   0.195061E+02   0.167378E+01
  1573   0.475145E+03   0.195767E+02   0.140175E+01
  1574   0.472836E+03   0.196447E+02   0.112404E+01
  1575   0.470544E+03   0.197124E+02   0.840910E+00
  1576   0.468282E+03   0.197760E+02   0.552408E+00
  1577   0.466051E+03   0.198393E+02   0.258720E+00
  1578   0.463850E+03   0.199008E+02  -0.398933E-01
  1579   0.461687E+03   0.199597E+02  -0.343392E+00
  1580   0.459539E+03   0.200183E+02  -0.651590E+00
  1581   0.457422E+03   0.200744E+02  -0.964301E+00
  1582   0.455349E+03   0.201287E+02  -0.128141E+01
  1583   0.453292E+03   0.201797E+02  -0.160274E+01
  1584   0.451280E+03   0.202304E+02  -0.192825E+01
  1585   0.449283E+03   0.202794E+02  -0.225760E+01
  1586   0.447330E+03   0.203251E+02  -0.259066E+01
  1587   0.445408E+03   0.203698E+02  -0.292751E+01
  1588   0.443523E+03   0.204121E+02  -0.326781E+01
  1589   0.441660E+03   0.204526E+02  -0.361136E+01
  1590   0.439827E+03   0.204906E+02  -0.395804E+01
  1591   0.438038E+03   0.205269E+02  -0.430766E+01
  1592   0.436272E+03   0.205614E+02  -0.466000E+01
  1593   0.434542E+03   0.205936E+02  -0.501518E+01
  1594   0.432836E+03   0.206240E+02  -0.537278E+01
  1595   0.431173E+03   0.206527E+02  -0.573247E+01
  1596   0.429548E+03   0.206782E+02  -0.609438E+01
  1597   0.427944E+03   0.207020E+02  -0.645825E+01
  1598   0.426378E+03   0.207233E+02  -0.682374E+01
  1599   0.424841E+03   0.207430E+02  -0.719098E+01
  1600   0.423342E+03   0.207610E+02  -0.755972E+01
  1601   0.421872E+03   0.207766E+02  -0.792969E+01
  1602   0.420424E+03   0.207890E+02  -0.830071E+01
  1603   0.419028E+03   0.207997E+02  -0.867298E+01
  1604   0.417654E+03   0.208080E+02  -0.904639E+01
  1605   0.416317E+03   0.208147E+02  -0.941972E+01
  1606   0.415009E+03   0.208189E+02  -0.979435E+01
  1607   0.413731E+03   0.208214E+02  -0.101696E+02
  1608   0.412483E+03   0.208224E+02  -0.105439E+02
  1609   0.411279E+03   0.208194E+02  -0.109190E+02
  1610   0.410105E+03   0.208147E+02  -0.112940E+02
  1611   0.408952E+03   0.208085E+02  -0.116684E+02
  1612   0.407844E+03   0.207990E+02  -0.120427E+02
  1613   0.406751E+03   0.207880E+02  -0.124165E+02
  1614   0.405702E+03   0.207752E+02  -0.127896E+02
  1615   0.404683E+03   0.207601E+02  -0.131615E+02
  1616   0.403686E+03   0.207426E+02  -0.135320E+02
  1617   0.402727E+03   0.207234E+02  -0.139014E+02
  1618   0.401797E+03   0.207019E+02  -0.142696E+02
  1619   0.400882E+03   0.206780E+02  -0.146367E+02
  1620   0.400019E+03   0.206524E+02  -0.150019E+02
  1621   0.399178E+03   0.206237E+02  -0.153653E+02
  1622   0.398368E+03   0.205940E+02  -0.157270E+02
  1623   0.397580E+03   0.205620E+02  -0.160869E+02
  1624   0.396830E+03   0.205283E+02  -0.164437E+02
  1625   0.396109E+03   0.204915E+02  -0.167988E+02
  1626   0.395412E+03   0.204538E+02  -0.171516E+02
  1627   0.394737E+03   0.204129E+02  -0.175013E+02
  1628   0.394093E+03   0.203711E+02  -0.178488E+02
  1629   0.393479E+03   0.203269E+02  -0.181925E+02
  1630   0.392896E+03   0.202811E+02  -0.185341E+02
  1631   0.392321E+03   0.202328E+02  -0.188720E+02
  1632   0.391791E+03   0.201821E+02  -0.192070E+02
  1633   0.391285E+03   0.201304E+02  -0.195384E+02
  1634   0.390817E+03   0.200764E+02  -0.198663E+02
  1635   0.390358E+03   0.200214E+02  -0.201907E+02
  1636   0.389929E+03   0.199624E+02  -0.205109E+02
  1637   0.389525E+03   0.199033E+02  -0.208284E+02
  1638   0.389137E+03   0.198425E+02  -0.211410E+02
  1639   0.388787E+03   0.197792E+02  -0.214494E+02
  1640   0.388454E+03   0.197142E+02  -0.217545E+02
  1641   0.388138E+03   0.196474E+02  -0.220549E+02
  1642   0.387854E+03   0.195790E+02  -0.223497E+02
  1643   0.387586E+03   0.195103E+02  -0.226412E+02
  1644   0.387336E+03   0.194376E+02  -0.229295E+02
  1645   0.387110E+03   0.193640E+02  -0.232116E+02
  1646   0.386901E+03   0.192893E+02  -0.234891E+02
  1647   0.386725E+03   0.192129E+02  -0.237605E+02
  1648   0.386566E+03   0.191347E+02  -0.240287E+02
  1649   0.386425E+03   0.190555E+02  -0.242916E+02
  1650   0.386302E+03   0.189738E+02  -0.245485E+02
  1651   0.386196E+03   0.188917E+02  -0.248016E+02
  1652   0.386116E+03   0.188064E+02  -0.250479E+02
  1653   0.386046E+03   0.187208E+02  -0.252883E+02
  1654   0.385995E+03   0.186348E+02  -0.255258E+02
  1655   0.385970E+03   0.185470E+02  -0.257550E+02
  1656   0.385955E+03   0.184574E+02  -0.259799E+02
  1657   0.385944E+03   0.183668E+02  -0.261989E+02
  1658   0.385967E+03   0.182742E+02  -0.264128E+02
  1659   0.386002E+03   0.181806E+02  -0.266202E+02
  1660   0.386040E+03   0.180866E+02  -0.268218E+02
  1661   0.386105E+03   0.179907E+02  -0.270183E+02
  1662   0.386174E+03   0.178945E+02  -0.272091E+02
  1663   0.386262E+03   0.177971E+02  -0.273926E+02
  1664   0.386355E+03   0.176978E+02  -0.275705E+02
  1665   0.386468E+03   0.175981E+02  -0.277426E+02
  1666   0.386593E+03   0.174973E+02  -0.279098E+02
  1667   0.386723E+03   0.173960E+02  -0.280692E+02
  1668   0.386872E+03   0.172935E+02  -0.282236E+02
  1669   0.387027E+03   0.171906E+02  -0.283708E+02
  1670   0.387188E+03   0.170864E+02  -0.285117E+02
  1671   0.387369E+03   0.169811E+02  -0.286478E+02
  1672   0.387555E+03   0.168752E+02  -0.287767E+02
  1673   0.387740E+03   0.167682E+02  -0.288993E+02
  1674   0.387945E+03   0.166621E+02  -0.290156E+02
  1675   0.388142E+03   0.165540E+02  -0.291256E+02
  1676   0.388359E+03   0.164447E+02  -0.292293E+02
  1677   0.388583E+03   0.163363E+02  -0.293266E+02
  1678   0.388799E+03   0.162259E+02  -0.294177E+02
  1679   0.389028E+03   0.161164E+02  -0.295025E+02
  1680   0.389265E+03   0.160057E+02  -0.295803E+02
  1681   0.389508E+03   0.158936E+02  -0.296517E+02
  1682   0.389743E+03   0.157824E+02  -0.297184E+02
  1683   0.389993E+03   0.156713E+02  -0.297773E+02
  1684   0.390242E+03   0.155589E+02  -0.298307E+02
  1685   0.390499E+03   0.154466E+02  -0.298778E+02
  1686   0.390756E+03   0.153345E+02  -0.299171E+02
  1687   0.391006E+03   0.152210E+02  -0.299509E+02
  1688   0.391271E+03   0.151083E+02  -0.299791E+02
  1689   0.391522E+03   0.149956E+02  -0.299996E+02
  1690   0.391773E+03   0.148823E+02  -0.300145E+02
  1691   0.392033E+03   0.147699E+02  -0.300239E+02
  1692   0.392294E+03   0.146559E+02  -0.300262E+02
  1693   0.392548E+03   0.145428E+02  -0.300222E+02
  1694   0.392796E+03   0.144304E+02  -0.300134E+02
  1695   0.393052E+03   0.143166E+02  -0.299967E+02
  1696   0.393303E+03   0.142042E+02  -0.299752E+02
  1697   0.393540E+03   0.140912E+02  -0.299473E+02
  1698   0.393787E+03   0.139788E+02  -0.299139E+02
  1699   0.394028E+03   0.138664E+02  -0.298732E+02
  1700   0.394263E+03   0.137532E+02  -0.298277E+02
  1701   0.394486E+03   0.136422E+02  -0.297758E+02
  1702   0.394718E+03   0.135304E+02  -0.297182E+02
  1703   0.394938E+03   0.134200E+02  -0.296557E+02
  1704   0.395153E+03   0.133088E+02  -0.295867E+02
  1705   0.395363E+03   0.131990E+02  -0.295121E+02
  1706   0.395561E+03   0.130876E+02  -0.294317E+02
  1707   0.395762E+03   0.129776E+02  -0.293470E+02
  1708   0.395950E+03   0.128689E+02  -0.292559E+02
  1709   0.396135E+03   0.127609E+02  -0.291598E+02
  1710   0.396308E+03   0.126542E+02  -0.290579E+02
  1711   0.396469E+03   0.125480E+02  -0.289502E+02
  1712   0.396633E+03   0.124410E+02  -0.288381E+02
  1713   0.396779E+03   0.123353E+02  -0.287210E+02
  1714   0.396914E+03   0.122308E+02  -0.285980E+02
  1715   0.397037E+03   0.121262E+02  -0.284714E+02
  1716   0.397165E+03   0.120229E+02  -0.283389E+02
  1717   0.397274E+03   0.119201E+02  -0.282020E+02
  1718   0.397364E+03   0.118185E+02  -0.280607E+02
  1719   0.397452E+03   0.117175E+02  -0.279141E+02
  1720   0.397536E+03   0.116177E+02  -0.277638E+02
  1721   0.397602E+03   0.115191E+02  -0.276083E+02
  1722   0.397665E+03   0.114203E+02  -0.274489E+02
  1723   0.397711E+03   0.113226E+02  -0.272850E+02
  1724   0.397738E+03   0.112270E+02  -0.271172E+02
  1725   0.397756E+03   0.111310E+02  -0.269449E+02
  1726   0.397763E+03   0.110370E+02  -0.267694E+02
  1727   0.397760E+03   0.109434E+02  -0.265892E+02
  1728   0.397740E+03   0.108525E+02  -0.264058E+02
  1729   0.397717E+03   0.107620E+02  -0.262184E+02
  1730   0.397662E+03   0.106719E+02  -0.260263E+02
  1731   0.397604E+03   0.105830E+02  -0.258324E+02
  1732   0.397530E+03   0.104952E+02  -0.256337E+02
  1733   0.397445E+03   0.104093E+02  -0.254324E+02
  1734   0.397344E+03   0.103238E+02  -0.252277E+02
  1735   0.397225E+03   0.102402E+02  -0.250188E+02
  1736   0.397097E+03   0.101569E+02  -0.248087E+02
  1737   0.396952E+03   0.100762E+02  -0.245944E+02
  1738   0.396791E+03   0.999586E+01  -0.243774E+02
  1739   0.396627E+03   0.991737E+01  -0.241583E+02
  1740   0.396431E+03   0.983998E+01  -0.239363E+02
  1741   0.396241E+03   0.976367E+01  -0.237108E+02
  1742   0.396019E+03   0.968918E+01  -0.234846E+02
  1743   0.395788E+03   0.961577E+01  -0.232547E+02
  1744   0.395541E+03   0.954417E+01  -0.230234E+02
  1745   0.395276E+03   0.947289E+01  -0.227897E+02
  1746   0.394995E+03   0.940415E+01  -0.225539E+02
  1747   0.394705E+03   0.933722E+01  -0.223164E+02
  1748   0.394391E+03   0.927208E+01  -0.220773E+02
  1749   0.394060E+03   0.920724E+01  -0.218351E+02
  1750   0.393713E+03   0.914419E+01  -0.215927E+02
  1751   0.393349E+03   0.908217E+01  -0.213493E+02
  1752   0.392976E+03   0.902119E+01  -0.211026E+02
  1753   0.392586E+03   0.896124E+01  -0.208564E+02
  1754   0.392180E+03   0.890381E+01  -0.206084E+02
  1755   0.391757E+03   0.884865E+01  -0.203593E+02
  1756   0.391325E+03   0.879399E+01  -0.201090E+02
  1757   0.390869E+03   0.874094E+01  -0.198583E+02
  1758   0.390390E+03   0.868934E+01  -0.196071E+02
  1759   0.389909E+03   0.863935E+01  -0.193553E+02
  1760   0.389404E+03   0.859102E+01  -0.191023E+02
  1761   0.388882E+03   0.854421E+01  -0.188495E+02
  1762   0.388344E+03   0.849885E+01  -0.185961E+02
  1763   0.387797E+03   0.845522E+01  -0.183420E+02
  1764   0.387241E+03   0.841325E+01  -0.180887E+02
  1765   0.386654E+03   0.837264E+01  -0.178346E+02
  1766   0.386057E+03   0.833354E+01  -0.175814E+02
  1767   0.385444E+03   0.829594E+01  -0.173273E+02
  1768   0.384815E+03   0.826000E+01  -0.170739E+02
  1769   0.384177E+03   0.822556E+01  -0.168219E+02
  1770   0.383514E+03   0.819254E+01  -0.165689E+02
  1771   0.382842E+03   0.816118E+01  -0.163173E+02
  1772   0.382162E+03   0.813124E+01  -0.160670E+02
  1773   0.381449E+03   0.810281E+01  -0.158156E+02
  1774   0.380735E+03   0.807595E+01  -0.155670E+02
  1775   0.380004E+03   0.805059E+01  -0.153188E+02
  1776   0.379264E+03   0.802666E+01  -0.150710E+02
  1777   0.378492E+03   0.800437E+01  -0.148257E+02
  1778   0.377719E+03   0.798345E+01  -0.145808E+02
  1779   0.376928E+03   0.796410E+01  -0.143377E+02
  1780   0.376128E+03   0.794618E+01  -0.140956E+02
  1781   0.375318E+03   0.792969E+01  -0.138553E+02
  1782   0.374476E+03   0.791471E+01  -0.136166E+02
  1783   0.373632E+03   0.790117E+01  -0.133795E+02
  1784   0.372786E+03   0.788900E+01  -0.131434E+02
  1785   0.371915E+03   0.787834E+01  -0.129104E+02
  1786   0.371035E+03   0.786905E+01  -0.126789E+02
  1787   0.370144E+03   0.786128E+01  -0.124489E+02
  1788   0.369243E+03   0.785481E+01  -0.122227E+02
  1789   0.368325E+03   0.784972E+01  -0.119973E+02
  1790   0.367389E+03   0.784602E+01  -0.117748E+02
  1791   0.366451E+03   0.784362E+01  -0.115552E+02
  1792   0.365502E+03   0.784262E+01  -0.113369E+02
  1793   0.364528E+03   0.784294E+01  -0.111216E+02
  1794   0.363558E+03   0.784451E+01  -0.109091E+02
  1795   0.362577E+03   0.784755E+01  -0.106994E+02
  1796   0.361557E+03   0.785179E+01  -0.104917E+02
  1797   0.360562E+03   0.785721E+01  -0.102876E+02
  1798   0.359542E+03   0.786390E+01  -0.100854E+02
  1799   0.358511E+03   0.787195E+01  -0.988672E+01
  1800   0.357476E+03   0.788120E+01  -0.969145E+01
  1801   0.356438E+03   0.789159E+01  -0.949854E+01
  1802   0.355395E+03   0.790313E+01  -0.930917E+01
  1803   0.354334E+03   0.791588E+01  -0.912345E+01
  1804   0.353254E+03   0.792972E+01  -0.893996E+01
  1805   0.352170E+03   0.794479E+01  -0.876022E+01
  1806   0.351089E+03   0.796103E+01  -0.858377E+01
  1807   0.349990E+03   0.797837E+01  -0.841081E+01
  1808   0.348885E+03   0.799658E+01  -0.824110E+01
  1809   0.347776E+03   0.801576E+01  -0.807498E+01
  1810   0.346663E+03   0.803613E+01  -0.791244E+01
  1811   0.345530E+03   0.805748E+01  -0.775338E+01
  1812   0.344400E+03   0.807988E+01  -0.759808E+01
  1813   0.343265E+03   0.810319E+01  -0.744637E+01
  1814   0.342118E+03   0.812742E+01  -0.729838E+01
  1815   0.340973E+03   0.815259E+01  -0.715410E+01
  1816   0.339823E+03   0.817861E+01  -0.701373E+01
  1817   0.338660E+03   0.820550E+01  -0.687696E+01
  1818   0.337492E+03   0.823327E+01  -0.674407E+01
  1819   0.336303E+03   0.826199E+01  -0.661513E+01
  1820   0.335131E+03   0.829131E+01  -0.649004E+01
  1821   0.333961E+03   0.832153E+01  -0.636886E+01
  1822   0.332778E+03   0.835243E+01  -0.625166E+01
  1823   0.331619E+03   0.838418E+01  -0.613843E+01
  1824   0.330431E+03   0.841632E+01  -0.602908E+01
  1825   0.329245E+03   0.844910E+01  -0.592390E+01
  1826   0.328053E+03   0.848334E+01  -0.582265E+01
  1827   0.326869E+03   0.851786E+01  -0.572540E+01
  1828   0.325671E+03   0.855289E+01  -0.563230E+01
  1829   0.324474E+03   0.858770E+01  -0.554318E+01
  1830   0.323278E+03   0.862452E+01  -0.545812E+01
  1831   0.322083E+03   0.866113E+01  -0.537719E+01
  1832   0.320881E+03   0.869829E+01  -0.530037E+01
  1833   0.319687E+03   0.873600E+01  -0.522751E+01
  1834   0.318494E+03   0.877354E+01  -0.515899E+01
  1835   0.317293E+03   0.881239E+01  -0.509429E+01
  1836   0.316093E+03   0.885256E+01  -0.503391E+01
  1837   0.314900E+03   0.889109E+01  -0.497756E+01
  1838   0.313707E+03   0.893096E+01  -0.492539E+01
  1839   0.312507E+03   0.897144E+01  -0.487725E+01
  1840   0.311321E+03   0.901106E+01  -0.483329E+01
  1841   0.310135E+03   0.905204E+01  -0.479337E+01
  1842   0.308949E+03   0.909291E+01  -0.475756E+01
  1843   0.307762E+03   0.913369E+01  -0.472586E+01
  1844   0.306582E+03   0.917512E+01  -0.469812E+01
  1845   0.305424E+03   0.921647E+01  -0.467452E+01
  1846   0.304242E+03   0.925849E+01  -0.465481E+01
  1847   0.303075E+03   0.930044E+01  -0.463932E+01
  1848   0.301906E+03   0.934235E+01  -0.462766E+01
  1849   0.300744E+03   0.938421E+01  -0.462001E+01
  1850   0.299589E+03   0.942604E+01  -0.461629E+01
  1851   0.298417E+03   0.946859E+01  -0.461651E+01
  1852   0.297281E+03   0.951186E+01  -0.462068E+01
  1853   0.296129E+03   0.955364E+01  -0.462865E+01
  1854   0.294989E+03   0.959543E+01  -0.464059E+01
  1855   0.293856E+03   0.963648E+01  -0.465626E+01
  1856   0.292736E+03   0.967830E+01  -0.467562E+01
  1857   0.291614E+03   0.972089E+01  -0.469881E+01
  1858   0.290497E+03   0.976203E+01  -0.472569E+01
  1859   0.289394E+03   0.980397E+01  -0.475636E+01
  1860   0.288288E+03   0.984447E+01  -0.479052E+01
  1861   0.287202E+03   0.988579E+01  -0.482840E+01
  1862   0.286121E+03   0.992644E+01  -0.486972E+01
  1863   0.285031E+03   0.996718E+01  -0.491450E+01
  1864   0.283967E+03   0.100087E+02  -0.496282E+01
  1865   0.282901E+03   0.100489E+02  -0.501454E+01
  1866   0.281855E+03   0.100885E+02  -0.506969E+01
  1867   0.280798E+03   0.101282E+02  -0.512797E+01
  1868   0.279761E+03   0.101672E+02  -0.518970E+01
  1869   0.278736E+03   0.102057E+02  -0.525453E+01
  1870   0.277715E+03   0.102443E+02  -0.532269E+01
  1871   0.276699E+03   0.102830E+02  -0.539383E+01
  1872   0.275701E+03   0.103205E+02  -0.546819E+01
  1873   0.274708E+03   0.103581E+02  -0.554549E+01
  1874   0.273726E+03   0.103943E+02  -0.562582E+01
  1875   0.272756E+03   0.104308E+02  -0.570906E+01
  1876   0.271790E+03   0.104668E+02  -0.579507E+01
  1877   0.270835E+03   0.105021E+02  -0.588396E+01
  1878   0.269884E+03   0.105362E+02  -0.597558E+01
  1879   0.268951E+03   0.105698E+02  -0.606975E+01
  1880   0.268030E+03   0.106029E+02  -0.616670E+01
  1881   0.267119E+03   0.106354E+02  -0.626608E+01
  1882   0.266212E+03   0.106682E+02  -0.636793E+01
  1883   0.265324E+03   0.106990E+02  -0.647225E+01
  1884   0.264446E+03   0.107308E+02  -0.657893E+01
  1885   0.263579E+03   0.107607E+02  -0.668799E+01
  1886   0.262716E+03   0.107908E+02  -0.679915E+01
  1887   0.261863E+03   0.108196E+02  -0.691267E+01
  1888   0.261036E+03   0.108473E+02  -0.702819E+01
  1889   0.260205E+03   0.108745E+02  -0.714582E+01
  1890   0.259391E+03   0.109013E+02  -0.726551E+01
  1891   0.258596E+03   0.109276E+02  -0.738698E+01
  1892   0.257804E+03   0.109527E+02  -0.751049E+01
  1893   0.257022E+03   0.109774E+02  -0.763561E+01
  1894   0.256258E+03   0.110009E+02  -0.776238E+01
  1895   0.255498E+03   0.110240E+02  -0.789089E+01
  1896   0.254755E+03   0.110467E+02  -0.802102E+01
  1897   0.254030E+03   0.110675E+02  -0.815266E+01
  1898   0.253308E+03   0.110879E+02  -0.828590E+01
  1899   0.252603E+03   0.111078E+02  -0.842040E+01
  1900   0.251902E+03   0.111259E+02  -0.855633E+01
  1901   0.251218E+03   0.111436E+02  -0.869366E+01
  1902   0.250552E+03   0.111601E+02  -0.883211E+01
  1903   0.249889E+03   0.111755E+02  -0.897141E+01
  1904   0.249259E+03   0.111913E+02  -0.911129E+01
  1905   0.248609E+03   0.112052E+02  -0.925297E+01
  1906   0.247984E+03   0.112180E+02  -0.939573E+01
  1907   0.247377E+03   0.112311E+02  -0.953812E+01
  1908   0.246781E+03   0.112425E+02  -0.968239E+01
  1909   0.246187E+03   0.112527E+02  -0.982634E+01
  1910   0.245610E+03   0.112633E+02  -0.997149E+01
  1911   0.245051E+03   0.112720E+02  -0.101179E+02
  1912   0.244503E+03   0.112797E+02  -0.102632E+02
  1913   0.243972E+03   0.112862E+02  -0.104092E+02
  1914   0.243444E+03   0.112917E+02  -0.105557E+02
  1915   0.242934E+03   0.112968E+02  -0.107028E+02
  1916   0.242426E+03   0.113009E+02  -0.108497E+02
  1917   0.241944E+03   0.113031E+02  -0.109974E+02
  1918   0.241465E+03   0.113057E+02  -0.111449E+02
  1919   0.241003E+03   0.113065E+02  -0.112924E+02
  1920   0.240551E+03   0.113062E+02  -0.114399E+02
  1921   0.240103E+03   0.113056E+02  -0.115867E+02
  1922   0.239679E+03   0.113032E+02  -0.117336E+02
  1923   0.239259E+03   0.113005E+02  -0.118797E+02
  1924   0.238841E+03   0.112966E+02  -0.120260E+02
  1925   0.238457E+03   0.112910E+02  -0.121724E+02
  1926   0.238067E+03   0.112858E+02  -0.123175E+02
  1927   0.237681E+03   0.112795E+02  -0.124635E+02
  1928   0.237328E+03   0.112721E+02  -0.126060E+02
  1929   0.236970E+03   0.112637E+02  -0.127503E+02
  1930   0.236630E+03   0.112542E+02  -0.128926E+02
  1931   0.236309E+03   0.112429E+02  -0.130344E+02
  1932   0.235990E+03   0.112320E+02  -0.131751E+02
  1933   0.235683E+03   0.112192E+02  -0.133153E+02
  1934   0.235386E+03   0.112062E+02  -0.134545E+02
  1935   0.235099E+03   0.111913E+02  -0.135926E+02
  1936   0.234824E+03   0.111769E+02  -0.137296E+02
  1937   0.234552E+03   0.111591E+02  -0.138649E+02
  1938   0.234298E+03   0.111425E+02  -0.139991E+02
  1939   0.234055E+03   0.111241E+02  -0.141323E+02
  1940   0.233816E+03   0.111053E+02  -0.142646E+02
  1941   0.233596E+03   0.110854E+02  -0.143945E+02
  1942   0.233371E+03   0.110645E+02  -0.145235E+02
  1943   0.233165E+03   0.110432E+02  -0.146515E+02
  1944   0.232971E+03   0.110193E+02  -0.147772E+02
  1945   0.232773E+03   0.109965E+02  -0.149006E+02
  1946   0.232593E+03   0.109719E+02  -0.150239E+02
  1947   0.232411E+03   0.109470E+02  -0.151442E+02
  1948   0.232254E+03   0.109209E+02  -0.152637E+02
  1949   0.232094E+03   0.108930E+02  -0.153803E+02
  1950   0.231946E+03   0.108655E+02  -0.154960E+02
  1951   0.231810E+03   0.108376E+02  -0.156089E+02
  1952   0.231678E+03   0.108071E+02  -0.157203E+02
  1953   0.231557E+03   0.107769E+02  -0.158296E+02
  1954   0.231441E+03   0.107456E+02  -0.159367E+02
  1955   0.231330E+03   0.107140E+02  -0.160424E+02
  1956   0.231223E+03   0.106812E+02  -0.161454E+02
  1957   0.231158E+03   0.106472E+02  -0.162462E+02
  1958   0.231046E+03   0.106129E+02  -0.163450E+02
  1959   0.230968E+03   0.105774E+02  -0.164417E+02
  1960   0.230888E+03   0.105422E+02  -0.165365E+02
  1961   0.230820E+03   0.105059E+02  -0.166285E+02
  1962   0.230757E+03   0.104692E+02  -0.167178E+02
  1963   0.230699E+03   0.104313E+02  -0.168044E+02
  1964   0.230646E+03   0.103930E+02  -0.168890E+02
  1965   0.230606E+03   0.103535E+02  -0.169709E+02
  1966   0.230564E+03   0.103128E+02  -0.170510E+02
  1967   0.230535E+03   0.102724E+02  -0.171284E+02
  1968   0.230496E+03   0.102308E+02  -0.172032E+02
  1969   0.230478E+03   0.101888E+02  -0.172753E+02
  1970   0.230450E+03   0.101478E+02  -0.173449E+02
  1971   0.230436E+03   0.101048E+02  -0.174119E+02
  1972   0.230420E+03   0.100606E+02  -0.174755E+02
  1973   0.230410E+03   0.100175E+02  -0.175374E+02
  1974   0.230413E+03   0.997235E+01  -0.175967E+02
  1975   0.230408E+03   0.992747E+01  -0.176534E+02
  1976   0.230409E+03   0.988135E+01  -0.177069E+02
  1977   0.230416E+03   0.983548E+01  -0.177578E+02
  1978   0.230422E+03   0.978909E+01  -0.178055E+02
  1979   0.230434E+03   0.974218E+01  -0.178507E+02
  1980   0.230453E+03   0.969476E+01  -0.178934E+02
  1981   0.230464E+03   0.964680E+01  -0.179329E+02
